"nid","Sequence","Judge.Name","School","Degree","Degree.Year"
1389236,1,"Wade, Martin Joseph","University of Iowa College of Law","LL.B.","1886"
1393476,1,"Waite, Byron Sylvester","Read law",""," "
1393476,2,"Waite, Byron Sylvester","University of Michigan","B.A.","1880"
1389241,1,"Waite, Morrison Remick","Yale College","","1837"
1389241,2,"Waite, Morrison Remick","Read law","","1839"
1392096,1,"Wake, Neil Vincent","Arizona State University","B.A.","1971"
1392096,2,"Wake, Neil Vincent","Harvard Law School","J.D.","1974"
1389246,1,"Wald, Patricia McGowan","Connecticut College for Women (now Connecticut College)","B.A.","1948"
1389246,2,"Wald, Patricia McGowan","Yale Law School","LL.B.","1951"
1389251,1,"Waldman, Jay Carl","University of Wisconsin","B.S.","1966"
1389251,2,"Waldman, Jay Carl","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1969"
1389256,1,"Wales, Leonard Eugene","Yale College","","1845"
1389256,2,"Wales, Leonard Eugene","Read law","","1848"
1389261,1,"Walinski, Nicholas Joseph, Jr.","Toledo University (now University of Toledo)","B.S.","1949"
1389261,2,"Walinski, Nicholas Joseph, Jr.","Toledo University (now University of Toledo) College of Law","LL.B.","1951"
13328846,1,"Walker, Jamar Kentrell","University of Virginia","B.A.","2008"
13328846,2,"Walker, Jamar Kentrell","University of Virginia School of Law","J.D.","2011"
1389266,1,"Walker, John Mercer, Jr.","Yale University","B.A.","1962"
1389266,2,"Walker, John Mercer, Jr.","University of Michigan Law School","J.D.","1966"
1389271,1,"Walker, Jonathan Hoge","Dickinson College","","1787"
1389271,2,"Walker, Jonathan Hoge","Read law","","1790"
7263221,1,"Walker, Justin Reed","Duke University","B.A.","2004"
7263221,2,"Walker, Justin Reed","Harvard Law School","J.D.","2009"
5375111,1,"Walker, Lance Edward","University of Maine","B.A.","1996"
5375111,2,"Walker, Lance Edward","University of Maine School of Law","J.D.","2000"
1394066,1,"Walker, Mark Eaton","University of Florida","B.A.","1989"
1394066,2,"Walker, Mark Eaton","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1992"
1389276,1,"Walker, Richard Wilde","Columbia Law School",""," "
1389276,2,"Walker, Richard Wilde","Washington and Lee University",""," "
1389276,3,"Walker, Richard Wilde","College of New Jersey (now Princeton University)","A.B.","1877"
1389276,4,"Walker, Richard Wilde","Read law","","1878"
1389281,1,"Walker, Thomas Glynn","Fordham University School of Law","LL.B.","1924"
1393466,1,"Walker, Thomas Joseph","University of Virginia",""," "
1393466,2,"Walker, Thomas Joseph","Georgetown College (now Georgetown University)",""," "
1389286,1,"Walker, Vaughn R.","University of Michigan","A.B.","1966"
1389286,2,"Walker, Vaughn R.","Stanford Law School","J.D.","1970"
1389291,1,"Wallace, John Clifford","San Diego State College","B.A.","1952"
1389291,2,"Wallace, John Clifford","University of California, Berkeley, School of Law","LL.B.","1955"
1389296,1,"Wallace, William James","Syracuse University",""," "
1389296,2,"Wallace, William James","Hamilton College Law Department","LL.B.","1857"
1389296,3,"Wallace, William James","Read law","","1858"
1389301,1,"Wallace, William Robert","University of Oklahoma College of Law",""," "
1389301,2,"Wallace, William Robert","Read law","","1910"
1392931,1,"Wallach, Evan Jonathan","University of Arizona","B.A.","1973"
1392931,2,"Wallach, Evan Jonathan","University of California, Berkeley, School of Law","J.D.","1976"
1392931,3,"Wallach, Evan Jonathan","University of Cambridge Faculty of Law","LL.B.","1981"
1389306,1,"Waller, Curtis Longino","Mississippi College","Ph.B.","1908"
1389306,2,"Waller, Curtis Longino","Millsaps College","LL.B.","1910"
1389311,1,"Walls, William H.","Dartmouth College","A.B.","1954"
1389311,2,"Walls, William H.","Yale Law School","LL.B.","1957"
1389316,1,"Walsh, James Augustine","Georgetown College Law School (now Georgetown University Law Center)","LL.B.","1928"
1389321,1,"Walsh, Lawrence Edward","Columbia University","A.B.","1932"
1389321,2,"Walsh, Lawrence Edward","Columbia Law School","LL.B.","1935"
1389326,1,"Walsh, Leonard Patrick","National University School of Law (now George Washington University Law School)","LL.B.","1933"
1389331,1,"Walter, Donald Ellsworth","Louisiana State University","B.A.","1961"
1389331,2,"Walter, Donald Ellsworth","Louisiana State University Law School (now Paul M. Hebert Law Center)","J.D.","1964"
1391526,1,"Walter, John F.","Loyola University of Los Angeles (now Loyola Marymount University)","B.A.","1966"
1391526,2,"Walter, John F.","Loyola Law School, Los Angeles, California","J.D.","1969"
1391301,1,"Walton, Reggie B.","West Virginia State College","B.A.","1971"
1391301,2,"Walton, Reggie B.","American University, Washington College of Law","J.D.","1974"
13761481,1,"Wang, Lisa Wen-Jia","Cornell University","B.S.","2002"
13761481,2,"Wang, Lisa Wen-Jia","Georgetown University Law Center","J.D.","2006"
12281596,1,"Wang, Nina Nin-Yuen","Washington University in St. Louis","A.B.","1994"
12281596,2,"Wang, Nina Nin-Yuen","Harvard Law School","J.D.","1997"
1389336,1,"Wangelin, Harris Kenneth","Iberia Academy & Junior College, Missouri","A.A.","1932"
1389336,2,"Wangelin, Harris Kenneth","University of Missouri School of Law","J.D.","1936"
1389341,1,"Wanger, Oliver Winston","University of Southern California","B.S.","1963"
1389341,2,"Wanger, Oliver Winston","University of California, Berkeley, School of Law","LL.B.","1966"
1389346,1,"Wanty, George P.","University of Michigan Law School","LL.B.","1878"
1389351,1,"Ward, Henry Galbraith","University of Pennsylvania","B.A.","1870"
1389351,2,"Ward, Henry Galbraith","University of Pennsylvania","M.A.","1870"
1389351,3,"Ward, Henry Galbraith","Read law","","1873"
1389356,1,"Ward, Hiram Hamilton","Wake Forest College School of Law","LL.B.","1950"
1389361,1,"Ward, Horace Taliaferro","Morehouse College","A.B.","1949"
1389361,2,"Ward, Horace Taliaferro","Atlanta University (now Clark Atlanta University)","M.A.","1950"
1389361,3,"Ward, Horace Taliaferro","Northwestern University School of Law (now Pritzker School of Law)","J.D.","1959"
1389366,1,"Ward, Robert Joseph","Harvard College","B.S.","1945"
1389366,2,"Ward, Robert Joseph","Harvard Law School","LL.B.","1949"
1390981,1,"Ward, T. John","Texas Technological College (now Texas Tech University)","B.A.","1964"
1390981,2,"Ward, T. John","Baylor University School of Law","LL.B.","1967"
1389371,1,"Wardlaw, Kim McLane","University of California, Los Angeles","A.B.","1976"
1389371,2,"Wardlaw, Kim McLane","University of California, Los Angeles, School of Law","J.D.","1979"
1389376,1,"Ware, Ashur","Harvard College","A.B.","1804"
1389376,2,"Ware, Ashur","Read law","","1816"
1389381,1,"Ware, James","California Lutheran University","B.A.","1969"
1389381,2,"Ware, James","Stanford Law School","J.D.","1972"
1389386,1,"Waring, Julius Waties","College of Charleston","A.B.","1900"
1389386,2,"Waring, Julius Waties","Read law","","1901"
1389391,1,"Warlick, Wilson","Catawba College","B.S.","1911"
1389391,2,"Warlick, Wilson","University of North Carolina School of Law","LL.B.","1913"
1389396,1,"Warren, Earl","University of California, Berkeley","B.A.","1912"
1389396,2,"Warren, Earl","University of California, Berkeley, School of Jurisprudence","J.D.","1914"
1389401,1,"Warren, Robert Willis","Macalester College","B.A.","1950"
1389401,2,"Warren, Robert Willis","University of Minnesota","M.A.","1951"
1389401,3,"Warren, Robert Willis","University of Wisconsin Law School","J.D.","1956"
1389406,1,"Warriner, David Dortch","University of North Carolina","B.A.","1951"
1389406,2,"Warriner, David Dortch","University of Virginia School of Law","LL.B.","1957"
1389411,1,"Warrington, John Wesley","Cincinnati Law School (now University of Cincinnati College of Law)","LL.B.","1869"
1389416,1,"Washington, Bushrod","College of William and Mary","A.B.","1778"
1389416,2,"Washington, Bushrod","Read law","","1784"
1389421,1,"Washington, George Thomas","Yale College","Ph.B.","1928"
1389421,2,"Washington, George Thomas","University of Oxford","Litt.B., law","1931"
1389421,3,"Washington, George Thomas","Yale Law School","LL.B.","1932"
1389426,1,"Waterman, Sterry Robinson","Dartmouth College","A.B.","1922"
1389426,2,"Waterman, Sterry Robinson","Read law","","1926"
1389431,1,"Waters, H[ugh] Franklin","University of Arkansas","B.S.Ag.E.","1955"
1389431,2,"Waters, H[ugh] Franklin","St. Louis University School of Law","LL.B.","1964"
1389436,1,"Waters, Laughlin Edward, Sr.","University of California, Los Angeles","A.B.","1939"
1389436,2,"Waters, Laughlin Edward, Sr.","University of Southern California Law School (now Gould School of Law)","J.D.","1947"
1393991,1,"Watford, Paul Jeffrey","University of California, Berkeley","B.A.","1989"
1393991,2,"Watford, Paul Jeffrey","University of California, Los Angeles, School of Law","J.D.","1994"
1389441,1,"Watkins, Harry Evans","West Virginia University College of Law","LL.B.","1923"
1389446,1,"Watkins, Henry Hitt","University of Virginia",""," "
1389446,2,"Watkins, Henry Hitt","Furman University","M.A.","1883"
1389446,3,"Watkins, Henry Hitt","Read law","","1892"
1389451,1,"Watkins, Robert Dorsey","Johns Hopkins University","A.B.","1922"
1389451,2,"Watkins, Robert Dorsey","Johns Hopkins University","Ph.D.","1925"
1389451,3,"Watkins, Robert Dorsey","University of Maryland School of Law (now Francis King Carey School of Law)","LL.B.","1925"
1392341,1,"Watkins, William Keith","Auburn University","B.S.","1973"
1392341,2,"Watkins, William Keith","University of Alabama School of Law","J.D.","1976"
1389456,1,"Watrous, John Charles","Union College","A.B.","1828"
1389456,2,"Watrous, John Charles","Read law","","1830"
1389461,1,"Watson, Albert Leisenring","Amherst College","A.B.","1901"
1389461,2,"Watson, Albert Leisenring","Read law","","1903"
1394181,1,"Watson, Derrick Kahala","Harvard University","A.B.","1988"
1394181,2,"Watson, Derrick Kahala","Harvard Law School","J.D.","1991"
1392936,1,"Watson, James Lopez","New York University","B.A.","1947"
1392936,2,"Watson, James Lopez","Brooklyn Law School","LL.B.","1951"
1392231,1,"Watson, Michael H.","Ohio State University","B.A.","1983"
1392231,2,"Watson, Michael H.","Capital University Law School","J.D.","1987"
1394336,1,"Watters, Susan Pamela","Eastern Montana College (now Montana State University Billings)","B.A.","1980"
1394336,2,"Watters, Susan Pamela","University of Montana School of Law","J.D.","1988"
1389466,1,"Way, Luther B.","University of Virginia School of Law","","1907"
1389471,1,"Wayne, James Moore","College of New Jersey (now Princeton University)","","1808"
1389471,2,"Wayne, James Moore","Read law","","1810"
1389476,1,"Webb, Edwin Yates","University of Virginia School of Law",""," "
1389476,2,"Webb, Edwin Yates","University of North Carolina School of Law",""," "
1389476,3,"Webb, Edwin Yates","Wake Forest College","A.B.","1893"
1389481,1,"Webb, Nathan","Harvard University","A.B.","1846"
1389481,2,"Webb, Nathan","Read law","","1849"
1389486,1,"Webb, Rodney Scott","University of North Dakota","B.S.","1957"
1389486,2,"Webb, Rodney Scott","University of North Dakota School of Law","J.D.","1959"
1389491,1,"Webber, E. Richard","University of Missouri","B.S.","1964"
1389491,2,"Webber, E. Richard","University of Missouri School of Law","J.D.","1967"
1389496,1,"Weber, Gerald Joseph","Harvard University","A.B.","1936"
1389496,2,"Weber, Gerald Joseph","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1939"
1389501,1,"Weber, Herman Jacob","Otterbein College","B.A.","1949"
1389501,2,"Weber, Herman Jacob","Ohio State University College of Law (now Michael E. Moritz College of Law)","J.D.","1952"
1389506,1,"Weber, Randolph Henry","Washington University School of Law","LL.B.","1933"
1389511,1,"Webster, John Stanley","University of Michigan Law School",""," "
1389516,1,"Webster, William Hedgcock","Amherst College","A.B.","1947"
1389516,2,"Webster, William Hedgcock","Washington University School of Law","J.D.","1949"
1389521,1,"Weick, Paul Charles","University of Cincinnati College of Law","LL.B.","1920"
1389526,1,"Weigel, Stanley Alexander","Stanford University","A.B.","1926"
1389526,2,"Weigel, Stanley Alexander","Stanford Law School","J.D.","1928"
13761902,1,"Weilheimer, Gail Allison","Hofstra University","B.A.","1992"
13761902,2,"Weilheimer, Gail Allison","Hofstra University School of Law","J.D.","1995"
1389531,1,"Weinberger, Jacob","University of Colorado Law School","LL.B.","1904"
1389536,1,"Weiner, Charles R.","University of Pennsylvania","A.B.","1947"
1389536,2,"Weiner, Charles R.","Temple University School of Law (now James E. Beasley School of Law)","LL.B.","1949"
1389536,3,"Weiner, Charles R.","University of Pennsylvania","M.A.","1967"
1389536,4,"Weiner, Charles R.","University of Pennsylvania Law School (now Carey Law School)","Ph.D.","1976"
1389541,1,"Weinfeld, Edward","New York University School of Law","LL.B.","1921"
1389541,2,"Weinfeld, Edward","New York University School of Law","LL.M.","1922"
1389546,1,"Weinman, Carl Andrew","University of Michigan","A.B.","1924"
1389546,2,"Weinman, Carl Andrew","University of Michigan Law School","J.D.","1926"
1389551,1,"Weinshienk, Zita Leeson","University of Arizona","B.A.","1955"
1389551,2,"Weinshienk, Zita Leeson","Harvard Law School","J.D.","1958"
1389556,1,"Weinstein, Jack Bertrand","Brooklyn College","B.A.","1943"
1389556,2,"Weinstein, Jack Bertrand","Columbia Law School","LL.B.","1948"
1389561,1,"Weis, Joseph Francis, Jr.","Duquesne University","B.A.","1947"
1389561,2,"Weis, Joseph Francis, Jr.","University of Pittsburgh School of Law","J.D.","1950"
1393091,1,"Weldon, Lawrence","Wittenberg College","",""
1393091,2,"Weldon, Lawrence","Read law with Richard A. Harrison","","1854"
1389566,1,"Welker, Martin","Read law","","1840"
1389571,1,"Wellborn, Olin","Emory College","","1862"
1393406,1,"Weller, George Emery","Columbia Law School","LL.B.","1889"
1389576,1,"Wellford, Harry Walker","Washington and Lee University","B.A.","1947"
1389576,2,"Wellford, Harry Walker","Vanderbilt University Law School","LL.B.","1950"
1389581,1,"Wells, Lesley Brooks","Chatham College","B.A.","1959"
1389581,2,"Wells, Lesley Brooks","Cleveland State University, Cleveland-Marshall College of Law","J.D.","1974"
1389586,1,"Wells, Robert William","Read law","","1820"
1389591,1,"Welsh, George Austin","Philadelphia Law School of Temple College","LL.B.","1905"
1389596,1,"Welsh, Martin Ignatius","Read law","","1912"
6831146,1,"Welte, Peter David","North Dakota State University","B.S.","1989"
6831146,2,"Welte, Peter David","University of North Dakota School of Law","J.D.","1997"
1389601,1,"Werker, Henry Frederick","New York University","A.B.","1941"
1389601,2,"Werker, Henry Frederick","New York University School of Law","J.D.","1946"
1389606,1,"Werlein, Ewing, Jr.","Southern Methodist University","B.A.","1958"
1389606,2,"Werlein, Ewing, Jr.","University of Texas School of Law","LL.B.","1961"
1391866,1,"Wesley, Richard C.","State University of New York at Albany","B.A.","1971"
1391866,2,"Wesley, Richard C.","Cornell Law School","J.D.","1974"
1389611,1,"West, DuVal","West Texas Military Academy (now Texas Military Institute)",""," "
1389611,2,"West, DuVal","Cumberland School of Law","LL.B.","1890"
1389616,1,"West, Elmer Gordon","Louisiana State University","B.S.","1941"
1389616,2,"West, Elmer Gordon","Louisiana State University Law School (now Paul M. Hebert Law Center)","LL.B.","1942"
1389621,1,"West, Lee Roy","University of Oklahoma","B.A.","1952"
1389621,2,"West, Lee Roy","University of Oklahoma","B.A.","1952"
1389621,3,"West, Lee Roy","University of Oklahoma College of Law","J.D.","1956"
1389621,4,"West, Lee Roy","Harvard Law School","LL.M.","1963"
1389626,1,"West, Roger Blake","Tulane University","B.A.","1949"
1389626,2,"West, Roger Blake","Tulane University Law School","LL.B.","1951"
1389631,1,"West, Samuel H.","Read law","","1893"
1389636,1,"Westenhaver, David C.","Georgetown College Law School (now Georgetown University Law Center)","LL.B.","1886"
1389641,1,"Westover, Harry Clay","University of Arizona College of Law (now James E. Rogers College of Law)","LL.B.","1918"
6731081,1,"Wetherell, T. Kent II","Florida State University","B.S.","1992"
6731081,2,"Wetherell, T. Kent II","Florida State University College of Law","J.D.","1995"
1389646,1,"Wexler, Leonard D.","Indiana University","B.S.","1947"
1389646,2,"Wexler, Leonard D.","New York University School of Law","J.D.","1950"
1393201,1,"Whaley, Richard Smith","University of Virginia School of Law","LL.B.","1897"
1389651,1,"Whaley, Robert H.","Princeton University","A.B.","1965"
1389651,2,"Whaley, Robert H.","Emory University School of Law","J.D.","1968"
1389656,1,"Wham, Fred Louis","University of Illinois College of Law","LL.B.","1909"
1389661,1,"Wheat, Alfred Adams","Dartmouth College","A.B.","1889"
1389661,2,"Wheat, Alfred Adams","Columbian University School of Law (now George Washington University Law School)","LL.B.","1891"
1389666,1,"Wheeler, Hoyt Henry","Read law","","1859"
1389671,1,"Whelan, Francis C.","San Diego State College","B.A.","1928"
1389671,2,"Whelan, Francis C.","University of California, Berkeley, School of Jurisprudence","J.D., LL.B.","1932"
1390871,1,"Whelan, Thomas J.","San Diego College for Men (now University of San Diego)","B.A.","1961"
1390871,2,"Whelan, Thomas J.","San Diego School of Law (now University of San Diego School of Law)","J.D.","1965"
1389676,1,"Whipple, Dean","Drury College","A.B.","1961"
1389676,2,"Whipple, Dean","University of Missouri-Kansas City School of Law","J.D.","1965"
1389681,1,"Whipple, Lawrence Aloysius","Columbia University","B.S.","1933"
1389681,2,"Whipple, Lawrence Aloysius","John Marshall Law School, Jersey City, New Jersey","LL.B.","1939"
1393096,1,"Whitaker, Samuel Estill","University of Chattanooga (now University of Tennessee at Chattanooga)","LL.B.","1909"
1389686,1,"White, Albert Smith","Union College","","1822"
1389686,2,"White, Albert Smith","Read law","","1825"
1389691,1,"White, Byron Raymond","University of Oxford, Rhodes Scholar",""," "
1389691,2,"White, Byron Raymond","University of Colorado","B.A.","1938"
1389691,3,"White, Byron Raymond","Yale Law School","LL.B.","1946"
1389696,1,"White, Edward Douglass","Georgetown College (now Georgetown University)",""," "
1389696,2,"White, Edward Douglass","Read law","","1868"
1389701,1,"White, George Washington","Cleveland-Marshall College of Law","J.D.","1955"
1392726,1,"White, Helene N.","Barnard College","A.B.","1975"
1392726,2,"White, Helene N.","University of Pennsylvania Law School (now Carey Law School)","J.D.","1978"
1391701,1,"White, Jeffrey Steven","Queens College, City University of New York","B.A.","1967"
1391701,2,"White, Jeffrey Steven","State University of New York at Buffalo Law School","J.D.","1970"
13761621,1,"White, Robert Jerome","University of Michigan","B.A.","2007"
13761621,2,"White, Robert Jerome","Chicago-Kent College of Law","J.D.","2010"
1392026,1,"White, Ronald A.","University of Oklahoma","B.A.","1983"
1392026,2,"White, Ronald A.","University of Oklahoma College of Law","J.D.","1986"
1394606,1,"White, Ronnie Lee","St. Louis Community College","A.A.","1977"
1394606,2,"White, Ronnie Lee","St. Louis University","B.A.","1979"
1394606,3,"White, Ronnie Lee","University of Missouri-Kansas City School of Law","J.D.","1983"
1390326,1,"White, William","Read law","","1846"
13328851,1,"Whitehead, Jamal Norman","University of Washington","B.A.","2004"
13328851,2,"Whitehead, Jamal Norman","Seattle University School of Law","J.D.","2007"
1389706,1,"Whitehurst, George William","University of Florida College of Law (now Fredric G. Levin College of Law)","LL.B."," "
1392451,1,"Whitney, Frank DeArmon","Wake Forest University","B.A.","1982"
1392451,2,"Whitney, Frank DeArmon","University of North Carolina","M.B.A.","1987"
1392451,3,"Whitney, Frank DeArmon","University of North Carolina School of Law","J.D.","1987"
1389711,1,"Whitson, Edward","Read law","","1879"
1389716,1,"Whittaker, Charles Evans","Kansas City School of Law (now University of Missouri-Kansas City School of Law)","LL.B.","1924"
1391196,1,"Whittemore, James D.","University of Florida","B.S.B.A.","1974"
1391196,2,"Whittemore, James D.","Stetson University College of Law","J.D.","1977"
1389721,1,"Whyte, Ronald M.","Wesleyan University","A.B.","1964"
1389721,2,"Whyte, Ronald M.","University of Southern California Gould School of Law","J.D.","1967"
1389726,1,"Wicker, Veronica DiCarlo","Syracuse University","B.F.A.","1952"
1389726,2,"Wicker, Veronica DiCarlo","Loyola University New Orleans School of Law","LL.B.","1966"
1389731,1,"Widener, Hiram Emory, Jr.","U.S. Naval Academy","B.S.","1944"
1389731,2,"Widener, Hiram Emory, Jr.","Washington and Lee University School of Law","LL.B.","1953"
8865281,1,"Wiegand, Christy Criswell","Princeton University","A.B.","1997"
8865281,2,"Wiegand, Christy Criswell","Cornell Law School","J.D.","2000"
1389736,1,"Wiener, Jacques Loeb, Jr.","Tulane University","B.A.","1956"
1389736,2,"Wiener, Jacques Loeb, Jr.","Tulane University Law School","J.D.","1961"
4733051,1,"Wier, Robert Earl","University of Kentucky","B.A.","1989"
4733051,2,"Wier, Robert Earl","University of Kentucky College of Law","J.D.","1992"
1392411,1,"Wigenton, Susan Davis","Norfolk State University","B.A.","1984"
1392411,2,"Wigenton, Susan Davis","William and Mary Law School","J.D.","1987"
1389741,1,"Wiggins, Charles Edward","University of Southern California","B.S.","1953"
1389741,2,"Wiggins, Charles Edward","University of Southern California Law School (now Gould School of Law)","LL.B.","1956"
1389746,1,"Wilbur, Curtis Dwight","U.S. Naval Academy","B.S.","1888"
1389746,2,"Wilbur, Curtis Dwight","Read law","","1890"
1389751,1,"Wilhoit, Henry Rupert, Jr.","University of Kentucky College of Law","LL.B.","1960"
1389756,1,"Wilken, Claudia Ann","Stanford University","B.A.","1971"
1389756,2,"Wilken, Claudia Ann","University of California, Berkeley, School of Law","J.D.","1975"
1389761,1,"Wilkerson, James Herbert","DePauw University","A.B.","1889"
1389766,1,"Wilkey, Malcolm Richard","Harvard University","A.B.","1940"
1389766,2,"Wilkey, Malcolm Richard","Harvard Law School","LL.B.","1948"
1389771,1,"Wilkin, Robert Nugen","University of Virginia School of Law","LL.B.","1908"
1389776,1,"Wilkins, Philip Charles","University of California Hastings College of the Law (now UC College of the Law, San Francisco)","LL.B.","1939"
1393586,1,"Wilkins, Robert Leon","Rose-Hulman Institute of Technology","B.S.","1986"
1393586,2,"Wilkins, Robert Leon","Harvard Law School","J.D.","1989"
1389781,1,"Wilkins, Ross","Dickinson College","","1816"
1389781,2,"Wilkins, Ross","Read law","","1820"
1389786,1,"Wilkins, William","Read law","","1801"
1389786,2,"Wilkins, William","Dickinson College","","1802"
1389791,1,"Wilkins, William Walter","Davidson College","B.A.","1964"
1389791,2,"Wilkins, William Walter","University of South Carolina School of Law","J.D.","1967"
1389796,1,"Wilkinson, James Harvie III","Yale University","B.A.","1967"
1389796,2,"Wilkinson, James Harvie III","University of Virginia School of Law","J.D.","1972"
1389801,1,"Will, Hubert Louis","University of Chicago","A.B.","1935"
1389801,2,"Will, Hubert Louis","University of Chicago Law School","J.D.","1937"
1389806,1,"Willard, Charles Andrew","Dartmouth College","A.B.","1877"
1389806,2,"Willard, Charles Andrew","Boston University School of Law","LL.B.","1879"
4025356,1,"Willett, Don R.","Baylor University","B.B.A.","1988"
4025356,2,"Willett, Don R.","Duke University School of Law","J.D.","1992"
4025356,3,"Willett, Don R.","Duke University","M.A.","1992"
4025356,4,"Willett, Don R.","Duke University School of Law","LL.M.","2016"
1389811,1,"Williams, Alexander, Jr.","Howard University","B.A.","1970"
1389811,2,"Williams, Alexander, Jr.","Howard University School of Law","J.D.","1973"
1389816,1,"Williams, Ann Claire","Wayne State University","B.S.","1970"
1389816,2,"Williams, Ann Claire","University of Michigan","M.A.","1972"
1389816,3,"Williams, Ann Claire","Notre Dame Law School","J.D.","1975"
1389821,1,"Williams, Archibald","Read law","","1828"
1389826,1,"Williams, Ashton Hilliard","University of South Carolina","A.B.","1912"
1389826,2,"Williams, Ashton Hilliard","Georgetown College Law School (now Georgetown University Law Center)","LL.B.","1915"
5197991,1,"Williams, Charles Joseph","University of Iowa","B.A.","1985"
5197991,2,"Williams, Charles Joseph","University of Iowa College of Law","J.D.","1988"
5197991,3,"Williams, Charles Joseph","University of Missouri-Kansas City School of Law","LL.M.","1997"
1389831,1,"Williams, David Welford","University of California, Los Angeles","A.B.","1934"
1389831,2,"Williams, David Welford","University of Southern California Law School (now Gould School of Law)","LL.B.","1937"
1389836,1,"Williams, Glen Morgan","Milligan College","A.B.","1940"
1389836,2,"Williams, Glen Morgan","University of Virginia School of Law","J.D.","1948"
12287106,1,"Williams, Gregory Brian","Millersville University of Pennsylvania","B.A., B.S.","1990"
12287106,2,"Williams, Gregory Brian","Villanova University School of Law","J.D.","1995"
1389841,1,"Williams, Jerre Stockton","University of Denver","A.B.","1938"
1389841,2,"Williams, Jerre Stockton","Columbia Law School","J.D.","1941"
1389851,1,"Williams, Karen J.","Columbia College","B.A.","1972"
1389851,2,"Williams, Karen J.","University of South Carolina School of Law","J.D.","1980"
10929796,1,"Williams, Karen McGlashan","Pennsylvania State University","B.A.","1985"
10929796,2,"Williams, Karen McGlashan","Temple University School of Law (now James E. Beasley School of Law)","J.D.","1992"
1393756,1,"Williams, Kathleen Mary","Duke University","B.A.","1978"
1393756,2,"Williams, Kathleen Mary","University of Miami School of Law","J.D.","1982"
10935831,1,"Williams, Omar Antonio","University of Connecticut","B.A.","1998"
10935831,2,"Williams, Omar Antonio","University of Connecticut School of Law","J.D.","2002"
1389856,1,"Williams, Paul X","University of Arkansas","B.A.","1929"
1389856,2,"Williams, Paul X","University of Arkansas School of Law","LL.B.","1930"
1389861,1,"Williams, Richard Leroy","University of Virginia School of Law","LL.B.","1951"
1389866,1,"Williams, Robert Lee","Read law","","1891"
1389866,2,"Williams, Robert Lee","Southern University","B.A.","1892"
1389866,3,"Williams, Robert Lee","Southern University","M.A.","1894"
1389871,1,"Williams, Spencer Mortimer","University of California, Los Angeles","A.B.","1943"
1389871,2,"Williams, Spencer Mortimer","University of California, Berkeley, School of Jurisprudence","LL.B.","1948"
1389876,1,"Williams, Stephen Fain","Yale University","B.A.","1958"
1389876,2,"Williams, Stephen Fain","Harvard Law School","J.D.","1961"
1393101,1,"Williams, Thomas Sutler","Austin College, Effingham, Illinois","","1896"
1389881,1,"Willson, Hiram V.","Read law",""," "
1389881,2,"Willson, Hiram V.","Hamilton College","","1832"
1389886,1,"Willson, Joseph Putnam","University of Pennsylvania","B.S.","1926"
1389886,2,"Willson, Joseph Putnam","Temple University School of Law (now James E. Beasley School of Law)","LL.B.","1931"
1393141,1,"Wilmot, David","Read law with Hon. William Jessup, Montrose, Pennsylvania","","1832"
1393141,2,"Wilmot, David","Read law with George W. Woodward, Wilkes-Barre, Pennsylvania","","1832"
1389921,1,"Wilson, Billy Roy","Hendrix College","B.A.","1962"
1389921,2,"Wilson, Billy Roy","Vanderbilt University Law School","J.D.","1965"
1390986,1,"Wilson, Charles R.","University of Notre Dame","B.A.","1976"
1390986,2,"Wilson, Charles R.","Notre Dame Law School","J.D.","1979"
8479971,1,"Wilson, Cory Todd","University of Mississippi","B.B.A.","1992"
8479971,2,"Wilson, Cory Todd","Yale Law School","J.D.","1995"
1393411,1,"Wilson, David John","Brigham Young University","B.S.","1914"
1393411,2,"Wilson, David John","University of California, Berkeley, School of Jurisprudence","J.D.","1919"
1389891,1,"Wilson, Frank Wiley","University of Tennessee","A.B.","1939"
1389891,2,"Wilson, Frank Wiley","University of Tennessee College of Law","J.D.","1941"
1389896,1,"Wilson, James","University of Glasgow",""," "
1389896,2,"Wilson, James","University of Edinburgh",""," "
1389896,3,"Wilson, James","University of St. Andrews",""," "
1389896,4,"Wilson, James","Read law","","1767"
1389901,1,"Wilson, James Clifton","Weatherford College","","1889"
1389901,2,"Wilson, James Clifton","University of Texas School of Law","LL.B.","1896"
7330451,1,"Wilson, Jennifer Philpott","Swarthmore College","B.A.","1997"
7330451,2,"Wilson, Jennifer Philpott","Brooklyn Law School","J.D.","2001"
1389906,1,"Wilson, Samuel Grayson","University of Richmond","B.A.","1971"
1389906,2,"Wilson, Samuel Grayson","Wake Forest University School of Law","J.D.","1974"
1389911,1,"Wilson, Scott","University of Pennsylvania",""," "
1389911,2,"Wilson, Scott","Bates College","A.B.","1892"
1389911,3,"Wilson, Scott","Read law","","1895"
1389916,1,"Wilson, Stephen Victor","Lehigh University","B.A.","1963"
1389916,2,"Wilson, Stephen Victor","Brooklyn Law School","J.D.","1967"
1389916,3,"Wilson, Stephen Victor","George Washington University Law School","LL.M.","1973"
1393956,1,"Wimes, Brian Curtis","Longview Community College (now Metropolitan Community College)","A.A.","1987"
1393956,2,"Wimes, Brian Curtis","University of Kansas","B.G.S.","1990"
